GeneID	PubMed_ID	Disease_Mondo_ID	TF_IDs
7157	1600943	MONDO:0007256, MONDO:0005781, MONDO:0001344	AP2, CREB, E2F-1, Ets, NF-1ALA, SP1, USF
7157	1614537	MONDO:0009001, MONDO:0011064, MONDO:0011360, MONDO:0017881	SP1, CTF/NF1, C-JUN
7157	1631137	MONDO:0005578, MONDO:0013629, MONDO:0006887, MONDO:0005669	SP1, JUN, CREB, EGR1, FOS, NFkB
7157	1631151	MONDO_0011077, MONDO_0007102, MONDO_0007756	C/EBP, NF-IL6
7157	1644930	MONDO:0005105, MONDO:0005301, MONDO:0003814, MONDO:0006299, MONDO:0006739, MONDO:0008315	CTCF, SP1
7157	1647768	MONDO:0005090, MONDO:0010867, MONDO:0012492, MONDO:0034892	C/EBP, EVI-1
7157	1661671	MONDO:0004985, MONDO:0005379, MONDO:0005413, MONDO:0007945, MONDO:0007915, MONDO:0005268, MONDO:0005465	AP-1, SP-1, NRF-1
7157	1672732	MONDO_0001024, MONDO_0018394, MONDO_0013660	YY1, NF1, SP1, SP3, TBP
7157	1673792	MONDO:0007798, MONDO:0005244, MONDO:0017882, MONDO:0007954, MONDO:0009079, MONDO:0007653, MONDO:0017884, MONDO:0007935, MONDO:0008213	E2F1,YY1
7157	1679237	MONDO:0010145, MONDO:0009865	AP-1, c-jun, ATF-2
7157	1683921	MONDO_0006827, MONDO_0005292, MONDO_0007186	EGR1, SP1
7157	1694291	MONDO:0005269, MONDO:0014211, MONDO:0006680	CREB, AP-2, SP1
7157	1699228	MONDO:0007256, MONDO:0006574, MONDO:0010097	AP2, AP1, CREB, c-jun, c-fos
7157	1705009	MONDO:0005036, MONDO:0008735, MONDO:0011570	PU1, Oct-1, CTF/NF-1, CTF/NF-1-related proteins, USF, AP1/Jun/Fos, SP1.
7157	1737852	MONDO:0000245, MONDO:0005148, MONDO:0005149, MONDO:0008903, MONDO:0010926, MONDO:0011924, MONDO:0014698, MONDO:0018601, MONDO:0020780	IRF-1, ATF-2, ATF-3, Sp1, c-jun
7157	1762941	MONDO:0009741, MONDO:0017888, MONDO:0005070, MONDO:0010947	SP1, STAT3, STAT6
7157	1848668	MONDO_0005264, MONDO_0016090, MONDO_0009649, MONDO_0007123, MONDO_0007455, MONDO_0010608, MONDO_0010610, MONDO_0015112	KROX, C-jun, jun-D
7157	1849234	MONDO:0004093, MONDO:0005261, MONDO:0005610	AP-1, AP-2, AP-3
7157	1868473	MONDO:0014053, MONDO:0005381, MONDO:0007915	SP1, SP3
7157	1905840	MONDO:0001243, MONDO:0006571, MONDO:0017887, MONDO:0001054	IRF1, YY1
7157	1915267	MONDO_0003957, MONDO_0007187, MONDO_0003936, MONDO_0009061	E2F, Myb, estrogen receptor
7157	1933902	MONDO:0009563, MONDO:0009568, MONDO:0005576	CREB,AP-1,NFκB
7157	1939648	MONDO:0005562,MONDO:0007032,MONDO:0016443	EGR1, SP1, NRF-1
7157	1978757	MONDO:0004976, MONDO:0005133, MONDO:0005301, MONDO:0005358, MONDO:0005772, MONDO:0008243	SP1, EGR1, MyoD
7157	1999338	MONDO:0007915, MONDO:0007916	PU.1, c-myb, C/EBPα
7157	2047879	MONDO_0010613, MONDO_0007695, MONDO_0010633, MONDO_0009009, MONDO_0019583, MONDO_0019186	AP1, C/EBP, CTF/NF1, SRF
7157	2141171	MONDO_0010067, MONDO_0030826	ELF-1, YY1
7157	2144364	MONDO_0005267,MONDO_0007256,MONDO_0002502,MONDO_0009380,MONDO_0001076,MONDO_0007264	YY1, SP1, AP1, NF-KB
7157	2156209	MONDO:0007915, MONDO:0010063, MONDO:0010938	CJ (CEBP beta), CR (CEBP alpha), GAP (CREB)
7157	2259385	MONDO_0002256, MONDO_0004892	EGR-1, AP1, AP2.
7157	2263646	MONDO_0014051, MONDO_0011332, MONDO_0011399, MONDO_0013526	SP1, NF1, YY1
7157	2531845	MONDO:0005292, MONDO:0005623, MONDO:0007316	SP1, NRF-1, YY1
7157	2839831	MONDO:0005090, MONDO:0005739	Egr-1, Sp1, YY1, AP-2.
7157	2905688	MONDO:0005090, MONDO:0010150, MONDO:0005234, MONDO:0007355	ETS1, SP1, YY1.
7157	2946935	MONDO:0008346, MONDO:0008806, MONDO:0009743, MONDO:0017887	NFI, AP1
7157	2994241	MONDO:0007256,MONDO:0005215,MONDO:0001043,MONDO:0018780,MONDO:0005278,MONDO:0001076,MONDO:0009061	ARID5A, EGR1, CEBPD, WT1
7157	3001719	MONDO:0007898, MONDO:0003664, MONDO:0019061	The transcription factors directly associated with the gene ID 7157 in the paper with pubmed ID 3001719 are: AP-1, c-Jun.
7157	3025664	MONDO_0004959,MONDO_0019753,MONDO_0018802,MONDO_0009061,MONDO_0018712	SP1, AP2, HZF, AP2, EGRF, Myc, PU1, HSNF, AP2, NF-KappaB, SP1, AP2, Myc, Myc, MZF1, AP2
7157	3456488	MONDO_0000252, MONDO_0017880	AP-2, E1F-1, Hzfconcatenas, Pax-3, Pax-5, Sp1, USF
7157	3894933	MONDO:0006023, MONDO:0007256, MONDO:0004541, MONDO:0008818, MONDO:0017888	Jun, Fos, CREB, Myc
7157	4006916	MONDO:0001003, MONDO:0000379, MONDO:0005586, MONDO:0000271	YY1, USF, SP1
7157	6396087	MONDO:0000001, MONDO:0004869	Zinc finger protein, En, Dfd[].
7157	7559631	MONDO_0004910, MONDO_0005558	E2F-1, E2F-2, E2F-3, E2F-4, E2F-5, E2F-6
7157	7587074	MONDO:0004976, MONDO:0007553, MONDO:0007698, MONDO:0017880, MONDO:0019748	SP1, STAT3
7157	7663514	MONDO_0000859, MONDO_0002076, MONDO_0007665, MONDO_0006500, MONDO_0006657, MONDO_0016714	SRF, NRF-1, SP1, AP-2, AP-1
7157	7682763	MONDO_0007123, MONDO_0008299	AP-1, NF-κB, Sp1
7157	7686617	MONDO:0005301, MONDO:0005292, MONDO:0005090, MONDO:0002025, MONDO:0002140, MONDO:0005271, MONDO:0005128, MONDO:0004979	The TFs directly associated with the gene ID 7157 in the paper with pubmed ID 7686617 are SP1, SP3, AP2.
7157	7689721	MONDO_0014056, MONDO_0007856, MONDO_0005267	SRF, GATA-1, tal-1, E12, LMO2
7157	7708685	MONDO_0009952,MONDO_0003731,MONDO_0002586,MONDO_0002192	CPDB_HUMAN, E2F-1, E2F-4, YB-1
7157	7720704	MONDO_0005254, MONDO_0005265, MONDO_0008841, MONDO_0007190, MONDO_0014056	C/EBP, CP2, USF
7157	7724550	MONDO_0007255,MONDO_0005327,MONDO_0005036,MONDO_0009428,MONDO_0005151	ELK1, AP1, AP2, USF, nuclear factor 1
7157	7753047	MONDO:0005359, MONDO:0001930	SP1, AP2, EGR1
7157	7761466	MONDO_0014056, MONDO_0011164, MONDO_0006932	ELK1, AP-1, C/EBP, Sp1
7157	7773777	MONDO_0006143, MONDO_0017883	AP-1, CREB, NF-kappaB
7157	7777531	MONDO:0005015, MONDO:0007823, MONDO:0019263	NFKB1, RELA
7157	7799929	MONDO:0005233, MONDO:0019045	c-jun, fosB, JunB
7157	7809597	MONDO_0004976, MONDO_0004979, MONDO_0005307, MONDO_0021141	ETF, Sp1, AP2, AP1, AP-2, CTF/NF1.
7157	7811761	MONDO:0007695, MONDO:0004979	C/EBP, HNF-4, COUP-TF II, NF-1
7157	7818536	MONDO_0017887, MONDO_0009575, MONDO_0004867, MONDO_0005059	No TFs directly associated with gene ID 7157 were found in the paper with pubmed ID 7818536.
7157	7824276	MONDO:0006142, MONDO:0000884, MONDO:0005265, MONDO:0005261, MONDO:0001746	SP1,CREB,ZZ1,YY1,GLI1,PX1,GREBP,PIT1,TFIID
7157	7853525	MONDO:0010150, MONDO:0004982	YY1, SP1, AP-1, AP-2, CTF/NFI
7157	7878469	MONDO_0018303, MONDO_0012755, MONDO_0013283, MONDO_0020201	SP1, PPARG:RXR, AP2
7157	7887414	MONDO:0007606, MONDO:0007532, MONDO:0013146	E2F, NF-Y, YY1
7157	7935417	MONDO_0007031,MONDO_0007256,MONDO_0011199,MONDO_0012655,MONDO_0013277,MONDO_0013581	SRF, YY1, CEBPBP, ATF, NFAT, PIT1
7157	7935455	MONDO:0005180, MONDO:0008031	ELK1, ELK4, SP1
7157	7954368	MONDO:0006423, MONDO:0007256, MONDO:0004867, MONDO:0007217, MONDO:0005036	SP1, YY1, AP2, WT1, MYOD
7157	7958916	MONDO_0002076, MONDO_0007256	EGR1, JUN, FOS, STAT3.
7157	8013454	MONDO:0007674, MONDO:0005986	SP1,YY1, AP2NF1, NR2F6, NFIC
7157	8016121	MONDO:0005223, MONDO:0008150	ELK-1, GATA-1, c-Myb
7157	8023157	MONDO:0007455, MONDO:0015180, MONDO:0009702, MONDO:0014363	ELK1, ATF2, Fos, Jun, CREB, NFAT, E2F-1
7157	8023159	MONDO:0007195, MONDO:0007196, MONDO:0007197	SP1, E2F, EGR1, AP1, AP2, IRF1, NFIL6
7157	8028670	MONDO_0017883, MONDO_0013503, MONDO_0014491, MONDO_0009095, MONDO_0012839, MONDO_0008406	NFI, AP-2, GHF-1
7157	8035799	MONDO:0005047, MONDO:0005417, MONDO:0019065, MONDO:0005945	TFs directly associated with the gene ID 7157 in the paper with pubmed ID 8035799 are AP-1, ATF-1, ATF-2, CREB, Sp1, and NF-kappa B.
7157	8058315	MONDO:0005244, MONDO:0005061, MONDO:0007024, MONDO:0007193, MONDO:0005651	ELK-1, SAP-1, Elk-1, SAP-1, ELK-1, SAP-1, ELK-1, SAP-1
7157	8083962	MONDO_0010613, MONDO_0007165, MONDO_0007036, MONDO_0005080	SP1, EGR1, AP1, AP2, NFY.
7157	8090726	MONDO_0005036, MONDO_0021049, MONDO_0021050, MONDO_0017554	SP1, YY1, AP2BP, CTF/NF1
7157	8118819	MONDO_0006828, MONDO_0007256, MONDO_0004979, MONDO_0002048, MONDO_0008355, MONDO_0008356, MONDO_0002046	E2F1, Sp1, AP2, USF
7157	8125298	MONDO:0018662, MONDO:0017889, MONDO:0005338	AP-1, EGR1, Sp1.
7157	8134127	MONDO:0018665, MONDO:0012284	ETS1, SP1, ETS, AP2, YY1
7157	8183576	MONDO:0005366, MONDO:0009136, MONDO:0017884	SPI1, MAX, ETS1, ETS2, FOS, JUN, CREB, PEA3, NF1, CTF/NF1, NF1_v, SRP54, KBF1, LSU1, MBP1, USF, E2F, MEF2B, GCN4, RAP1, CP2, HCFC1, EVI1, SP1, SP3, USF1, KBF2, KRF-1, ETR101, ZREN28, CP1, NF-E1, E2F1, HEN1.
7157	8207801	MONDO:0007739, MONDO:0005321, MONDO:0011423	NFI,AP1,GTF2I,TBP_CFDP1,YY1
7157	8207805	MONDO:0007198, MONDO:0005503, MONDO:0005436	C/EBP, CREB, NF-IL6
7157	8221626	MONDO:0001631, MONDO:0007510, MONDO:0007251, MONDO:0017888, MONDO:0016057, MONDO:0009136, MONDO:0008965, MONDO:0008934, MONDO:0001077	SP1, AP-2, AP-1, USF, NF-1, CTF/NFI.
7157	8266092	MONDO_0005308, MONDO_0005090, MONDO_0015257, MONDO_0018242	SP1, MYC, NFKB, AP1
7157	8316628	MONDO:0005015, MONDO:0008076, MONDO:0007254, MONDO:0004952, MONDO:0005734, MONDO:0007131, MONDO:0005072, MONDO:0005396, MONDO:0005812, MONDO:0017884, MONDO:0006071, MONDO:0005090, MONDO:0006513, MONDO:0005080, MONDO:0005086, MONDO:0005550	Egr-1, Ap-1, Sp1, and NF-kappaB
7157	8336944	MONDO_0017881, MONDO_0007533, MONDO_0010659, MONDO_0005305	IRF1, NFk-B, SMAD, STAT, SP1
7157	8344494	MONDO:0005036, MONDO:0007256	Sp1, c-Jun
7157	8361542	MONDO:0005300, MONDO:0005298, MONDO:0006147, MONDO:0005036, MONDO:0006443, MONDO:0013851, MONDO:0005267, MONDO:0006144	AP-1, NF-κB, C/EBP, OCT, YY1, Purα, Sp1
7157	8364550	MONDO:0005267, MONDO:0005766, MONDO:0019213	ETS1, ZBTB16, EGR1, JUND, SPI1, STAT3, CREB1
7157	8380895	MONDO:0017885, MONDO:0017886, MONDO:0024175	SP1, FOS, JUND, MYC
7157	8388547	MONDO:0004880, MONDO:0011639, MONDO:0010056, MONDO:0002570	EGR1, SP1
7157	8389468	MONDO:0005301, MONDO:0019061, MONDO:0018822, MONDO:0005267, MONDO:0002109	HNF5, MYC, SP1
7157	8395834	MONDO_0007254, MONDO_0007256, MONDO_0006189	SP-1, ETF, ETF/NRF2, NRF1, PU.1, YY1, TFIID
7157	8401536	MONDO_0007257,MONDO_0005105,MONDO_0007455,MONDO_0007810,MONDO_0005025,MONDO_0007254	AP-2, Sp1, USF, NRF-1
7157	8402617	MONDO_0004579, MONDO_0007915, MONDO_0008313	SP1, ETS1, YY1, NF-1, NF-kappa B
7157	8405994	MONDO_0005562, MONDO_0004959, MONDO_0007157, MONDO_0010379	SP1, NRL, AP1
7157	8423216	MONDO_0014056, MONDO_0021095, MONDO_0009668	SP1, NF1, AP2, STAT3
7157	8463313	MONDO:0007256, MONDO:0002095, MONDO:0011524, MONDO:0007455	CCAAT/enhancer binding protein alpha, EST-1, Rb, SP-1, AP-1
7157	8513440	MONDO_0014056, MONDO_0006443, MONDO_0018823, MONDO_0005073	SP1, YY1
7157	8557038	MONDO_0007037,MONDO_0007908,MONDO_0010814,MONDO_0006265	SP1, YY1, AP2, USF1, E2F, NF1, AP1
7157	8612585	MONDO:0005013, MONDO:0005090, MONDO:0005301	NFYA, NFYC
7157	8617246	MONDO_0000256,MONDO_0001095,MONDO_0005036,MONDO_0000320	AP1, CREB, SRF, YY1
7157	8619474	MONDO:0005042, MONDO:0014421, MONDO:0010812, MONDO:0008717	SPI1, SP1, CEBPE, RUNX1
7157	8623534	MONDO:0005278, MONDO:0019391, MONDO:0014054	E2F-1, Myb, c-Myc
7157	8623910	MONDO:0007120, MONDO:0009977, MONDO:0009881, MONDO:0010895, MONDO:0017896	AP-1, c-Jun, ATF-3
7157	8632903	MONDO:0005637,MONDO:0005276,MONDO:0005301,MONDO:0005381,MONDO:0017883,MONDO:0004979,MONDO:0019391	HNF-1, GATA-4, C/EBP-related protein, C/EBP beta, C/EBP alpha, C/EBP gamma.
7157	8632915	MONDO:0007236, MONDO:0005367, MONDO:0005366, MONDO:0012318, MONDO:0013070, MONDO:0013071, MONDO:0005281, MONDO:0017883, MONDO:0021109, MONDO:0017884, MONDO:0017885, MONDO:0017886.	SP1, AP-2, AP-1, USF, NF-KB
7157	8633054	MONDO:0009483, MONDO:0009061, MONDO:0009891, MONDO:0004976, MONDO:0008198, MONDO:0017888, MONDO:0004946, MONDO:0005265, MONDO:0007895, MONDO:0005650	ELK1, SP1, p53
7157	8639538	MONDO:0000076, MONDO:0017883, MONDO:0014421, MONDO:0001053, MONDO:0004976, MONDO:0004977, MONDO:0021124	c-jun, JUN-B, CRE-BP1, NTF1, TFIIF
7157	8649785	MONDO:0005307, MONDO:0005467, MONDO:0006767, MONDO:0006799, MONDO:0007033	SP1, AP2, MZF1
7157	8663296	MONDO_0018565,MONDO_0019263,MONDO_0011113,MONDO_0020016,MONDO_0020190	SP1, TFII-I, YB-1, USF1, USF2
7157	8668206	MONDO_0007667, MONDO_0006055, MONDO_0001875, MONDO_0008615, MONDO_0009907, MONDO_0009714	NFATp, NF-IL6, STAT, MYBP1A
7157	8675009	MONDO:0006535, MONDO:0006256, MONDO:0006571, MONDO:0006708, MONDO:0006255, MONDO:0006098	SP1, SP3, EGR1, ZNF161
7157	8729618	MONDO:0007199, MONDO:0004819, MONDO:0006575, MONDO:0007256, MONDO:0004986	YY1, SP1, AP2, EGR1, NRF-1, GR, c-Fos
7157	8816502	MONDO_0018800, MONDO_0008312, MONDO_0019080, MONDO_0020127, MONDO_0020550, MONDO_0002220, MONDO_0014790	ELK1, ELK4, GABPA, MAZ
7157	8825920	MONDO:0007256, MONDO:0019721, MONDO:0019083	SP1, GATA1
7157	8829627	MONDO_0014056, MONDO_0017185, MONDO_0001851, MONDO_0007177, MONDO_0009800	NF-1, SP1, AP2, AP1
7157	8829653	MONDO_0019218, MONDO_0016226, MONDO_0006415	SP1, AP-2, NF-kappaB, AP2BC, USF, CREB, E-box, HSE, GRE
7157	8875926	MONDO:0005170, MONDO:0005562, MONDO:0006813, MONDO:0017887, MONDO:0017895	AP-1, p53, SP1, SP3
7157	8875929	MONDO:0005298, MONDO:0019061, MONDO:0024509, MONDO:0017773, MONDO:0019064	Egr-1, cJun, NF-kappaB, SRF
7157	8895579	MONDO:0008560, MONDO:0001024, MONDO:0009634	AP-1, ETS1, NFIL3
7157	8921390	MONDO:0005258, MONDO:0005278, MONDO:0005280, MONDO:0005271	E2F-1, E2F-2, E2F-3, E2F-4, DP-1
7157	8940078	MONDO_0009803, MONDO_0005301, MONDO_0005239, MONDO_0005399	GATA-3, T-bet,STAT proteins.
7157	8943363	MONDO_0008099,MONDO_0014090,MONDO_0014132,MONDO_0000798	SP1, TR4, AP1, NRF-1
7157	8961277	MONDO_0018757, MONDO_0023271, MONDO_0007529	SP1, YY1
7157	8986812	MONDO:0007296, MONDO:0013059, MONDO:0007039	EGR-1, Sp1, AP-1
7157	9010216	MONDO:0005301,MONDO:0007036,MONDO:000737,MONDO:0008031,MONDO:0007906,MONDO:0005180,MONDO:0019143,MONDO:0005757,MONDO:0005183,MONDO:0005181	Sp1, CREB, AP-1
7157	9050995	MONDO:0007033, MONDO:0005160, MONDO:0002291, MONDO:0002963, MONDO:0007835, MONDO:0005623	SPIB, EGR1
7157	9054499	MONDO_0005160, MONDO_0007256, MONDO_0005259	SP1, STAT3, USF, YY1
7157	9101296	MONDO_0007254, MONDO_0005027, MONDO_0018917, MONDO_0018690	E2F1, SP1.
7157	9110174	MONDO_0017913,MONDO_0017913	AP-2, AP-2alpha, Hsf-1, Hsf-2, Myc, MyoD, SP1
7157	9119221	MONDO:0005267, MONDO:0017740, MONDO:0009275, MONDO:0000562, MONDO:0005301	WT1, PPARG, GATA1, GATA2, CEBPA
7157	9121469	MONDO:0005211, MONDO:0005371, MONDO:0001076	AP-1, E2F-1, NF-AT, NF-kappaB, SP-1, STAT3
7157	9129988	MONDO_0006530,MONDO_0005301,MONDO_0004975,MONDO_0006718	HNF-4alpha, TBP
7157	9131587	MONDO:0005036, MONDO:0005027, MONDO:0000383	NF-kappaB, Sp1, AP-2
7157	9135004	MONDO:0009473, MONDO:0005426, MONDO:0004984, MONDO:0005262	SP1, MAZ, YY1
7157	9143503	MONDO:0005812, MONDO:0010086, MONDO:0007037	AP-2, AP-4, Sp1
7157	9183006	MONDO_0018407,MONDO_0005268,MONDO_0016272,MONDO_0005259,MONDO_0003573	Sp1, AP2, AP1, CREB, C/EBP, NF-kappaB
7157	9188558	MONDO_0019073, MONDO_0010613, MONDO_0005069	JUN, SP1, JUNB, E2F4, NFYA, CREB1
7157	9194564	MONDO:0004992, MONDO:0002063	Sp1, Sp3, AP2, Oct1.
7157	9194565	MONDO:0007033, MONDO:0005090, MONDO:0011662	CREB, SP1
7157	9215863	MONDO:0007040, MONDO:0008302, MONDO:0008566, MONDO:0009061, MONDO:0016392	USF, USF1, USF2
7157	9223475	MONDO_0007256, MONDO_0007259, MONDO_0007266, MONDO_0007258	SP1, NRF1, NRF2
7157	9223638	MONDO:0005267, MONDO:0000613, MONDO:0005577	SPI-1, Ets-1, PU.1, v-myb, C/EBP, Myc, C/EBP-β, AP-1, GATA-2, c-jun.
7157	9226370	MONDO_0017883, MONDO_0006143, MONDO_0007631, MONDO_0017886, MONDO_0019081	STAT3, SP1
7157	9235949	MONDO:0005240, MONDO:0005215, MONDO:0017885	SP1, AP1, NF1
7157	9271120	MONDO_0007455,MONDO_0019202,MONDO_0012122	SPI1, EGR1, JUN, MYB, FOS, NFYB
7157	9278461	MONDO_0005945, MONDO_0017775	SP1, YY1
7157	9288740	MONDO:0007665, MONDO:0003071, MONDO:0017883	E2F1, Sp1
7157	9288775	MONDO:0005246, MONDO:0005217	SP1, TFIID
7157	9312058	MONDO:0005291, MONDO:0000751	SP1, GATA-1, Egr-1
7157	9312059	MONDO_0000761, MONDO_0006143, MONDO_0007148, MONDO_0007239, MONDO_0014056	EGR1, SREBF1, SP1
7157	9315650	MONDO_0007256, MONDO_0007120, MONDO_0007627, MONDO_0006840, MONDO_0004975	SP1, NRF-1, YY1
7157	9321402	MONDO_0017554, MONDO_0019853, MONDO_0018790, MONDO_0015236	E2F-1,  E2F-2,  E2F-3A, DP-1,  DP-2
7157	9349507	MONDO:0005359, MONDO:0005359, MONDO:0005359, MONDO:0005359, MONDO:0005359	Sp1, E2F, NF-1
7157	9363941	MONDO_0005036, MONDO_0007256, MONDO_0007258	SP1, YY1
7157	9369221	MONDO:0005148, MONDO:0002396	SP1, AP-2, NF-Y, YY1, USF
7157	9372954	MONDO:0004980, MONDO:0002140, MONDO:0005148	AP-2, GTF2A1, SP1, USF1
7157	9380510	MONDO_0007256, MONDO_0018874, MONDO_0007258, MONDO_0016828, MONDO_0018390	NFYB, NRF-1
7157	9393873	MONDO_0004992, MONDO_0015413, MONDO_0006272	AP-1, NF-κB, Sp1, YY1
7157	9405613	MONDO:0001668, MONDO:0018733, MONDO:0013748	SP1, WT1
7157	9419979	MONDO_0003139, MONDO_0010368, MONDO_0002021	NF-E2, AP-1, ETS, GATA-1
7157	9440695	MONDO_0007254,MONDO_0008926,MONDO_0004191,MONDO_0007161,MONDO_0004167	SP1, AP2, ETS, NRF-1
7157	9444950	MONDO_0009793, MONDO_0011256, MONDO_0009677	E2F-1, E2F-3, E2F-4, DP-1
7157	9450543	MONDO:0008525, MONDO:0007915	ETS1, GABP, SP1
7157	9450901	MONDO:0008406, MONDO:0007915, MONDO:0007922, MONDO:0002677, MONDO:0002093, MONDO:0002092	AP-1, C/EBP, NF-kappaB
7157	9467949	MONDO:0005805,MONDO:0007455,MONDO:0000356,MONDO:0002512,MONDO:0007910,MONDO:0005470	YY1, SP1, AP-2, GATA-1.
7157	9472015	MONDO_0005119, MONDO_0007102, MONDO_0004976, MONDO_0005765, MONDO_0005227, MONDO_0004947	FOXM1, SP1, APCDF1, NRF1
7157	9472029	MONDO:0007053, MONDO:0017885, MONDO:0017887, MONDO:0017888	AP-1, AP-2, Egr-1, NF-kappaB, Sp1
7157	9482880	MONDO_0004976,MONDO_0007536,MONDO_0012680,MONDO_0006425,MONDO_0016575,MONDO_0004978	EGR1, SP1, NFY, USF, YY1.
7157	9492043	MONDO:0007379, MONDO:0006949, MONDO:0015429, MONDO:0005446, MONDO:0007129, MONDO:0004992, MONDO:0005344, MONDO:0004824, MONDO:0005016	EGR1, MYC, SP1, YY1.
7157	9514881	MONDO:0006117, MONDO:0007915, MONDO:0003181	GATA-1, FOG-1, Nf-E2, TAL1/SCL, LMO2
7157	9520163	MONDO_0017887, MONDO_0016446	SP1, YY1, E2F, N-MYC, PU.1
7157	9529249	MONDO_0005391,MONDO_0003635,MONDO_0001851,MONDO_0009307,MONDO_0005390,MONDO_0013695	SP1, STAT3, EGR1
7157	9537326	MONDO_0014056,MONDO_0013953,MONDO_0010902,MONDO_0010949	ETS1, GATA3, TCF1.
7157	9556563	MONDO:0000721, MONDO:0005090	SREBF1, SREBF2
7157	9565608	MONDO:0003864, MONDO:0017556, MONDO:0001422	SP1,CREB,YY1,NF-1,SAFE-KJNAF-BHMZ-AF,TFIID-Vvll,USF,AP-2,HNF-3β,CP1,MyoD
7157	9569035	MONDO:0010959, MONDO:0010982, MONDO:0010992	SP1, STAT3
7157	9571186	MONDO:0017884, MONDO:0007256, MONDO:0010023	SP1, EGR1
7157	9582019	MONDO:0005279, MONDO:0009149, MONDO:0005410	GATA-1, FOG-1
7157	9582267	MONDO_0000934,MONDO_0009043,MONDO_0005383,MONDO_0009010	ETS1, SP1, YY1
7157	9620776	MONDO:0005027,MONDO:0005598,MONDO:0004979,MONDO:0006929,MONDO:0007250,MONDO:0011419,MONDO:0017889,MONDO:0013106	IRF4, PU.1
7157	9628871	MONDO:0008193, MONDO:0004946, MONDO:0005301	SP1, SP3, YY1, AP2, NF1, NF-kappaB, E2F, AREB6
7157	9652736	MONDO:0002207, MONDO:0011074	SP1, YY1
7157	9653180	MONDO:0005374, MONDO:0007915, MONDO:0015207	SP1, GATA1
7157	9679063	MONDO:0002421, MONDO:0008737	NR2F1, SP1, SP3
7157	9685344	MONDO:0007256, MONDO:0004545, MONDO:0007469, MONDO:0004979	GATA4, GATA5, Sp1, Smad3
7157	9688277	MONDO:0005271, MONDO:0006142, MONDO:0018144, MONDO:0017886	ELF-1, ETS1, GABP, STAT3, NF-κB, NF-IL-6, C/EBPβ
7157	9724636	MONDO:0008314, MONDO:0009651	YY1, SP1, SP3
7157	9724739	MONDO:0019391, MONDO:0019399, MONDO:0019408, MONDO:0019410, MONDO:0019411	EGR1, SP1, YY1
7157	9732264	MONDO:0005090, MONDO:0005132, MONDO:0004926	Sp1, AP-1, CREB, ATF-2
7157	9733515	MONDO_0007254,MONDO_0019136,MONDO_0001826	TFs directly associated with the gene ID 7157 in the paper with pubmed ID 9733515 are: EGR1, SP1, YY1, USF.
7157	9744860	MONDO:0004976, MONDO:0008696, MONDO:0015480	SP1, AP-2, E2F-1, SMAD-3, STAT, NF-kappaB, YY1
7157	9765199	MONDO_0005391,MONDO_0002091,MONDO_0005114,MONDO_0008317,MONDO_0006668,MONDO_0001083,MONDO_0001033,MONDO_0019400,MONDO_0008615	SPI1, SP1, MYB, NFYB, E2F1
7157	9802988	MONDO:0005391,MONDO:0019354	NFATC2, RELA, STAT4
7157	9807817	MONDO:0006699, MONDO:0017885	SP1, SP1F
7157	9809062	MONDO:0009832, MONDO:0009831, MONDO:0017885, MONDO:0017884, MONDO:0005015	EGR-1, AP-1, SP-1
