# gene	views	view_delta	view_rank	view_rank_delta
PCNA	129	129	149	0
LDLR	128	128	150	0
ICAM1	126	126	151	0
DICER1	126	126	152	0
FASLG	124	124	153	0
DPP4	123	123	154	0
CXCL10	123	123	155	0
ADAMTS13	122	122	156	0
PPARG	122	122	157	0
CD68	121	121	158	0
LPL	120	120	159	0
CP	120	120	160	0
NPY	120	120	161	0
POMC	119	119	162	0
FOXP3	118	118	163	0
SIGMAR1	118	118	164	0
SERPINE1	118	118	165	0
DHFR	117	117	166	0
DNTT	117	117	167	0
ADIPOQ	114	114	168	0
CCL5	114	114	169	0
IAPP	112	112	170	0
F10	111	111	171	0
KCNH2	111	111	172	0
CST3	109	109	173	0
APC	108	108	174	0
TTR	108	108	175	0
TAS2R38	108	108	176	0
CXCL1	107	107	177	0
PRNP	106	106	178	0
TGFB1	106	106	179	0
XIST	106	106	180	0
MME	105	105	181	0
PLAU	105	105	182	0
BTK	105	105	183	0
HTT	104	104	184	0
HBB	104	104	185	0
KCNJ2	104	104	186	0
OR6A2	104	104	187	0
PTHLH	103	103	188	0
CD36	101	101	189	0
GNAS	99	99	190	0
ADA	98	98	191	0
CPT1A	98	98	192	0
CD80	97	97	193	0
PTGS2	97	97	194	0
CHRM1	97	97	195	0
MAOB	97	97	196	0
CTCF	97	97	197	0
PC	96	96	198	0
VIM	96	96	199	0
SPP1	96	96	200	0
VCAM1	96	96	201	0
CCL4	95	95	202	0
GCK	95	95	203	0
CSF2	95	95	204	0
CSH1	95	95	205	0
SIRT1	95	95	206	0
SLC18A2	95	95	207	0
C3	95	95	208	0
COX1	94	94	209	0
TAAR1	94	94	210	0
F9	93	93	211	0
MMP9	93	93	212	0
TRPA1	92	92	213	0
MYD88	92	92	214	0
CS	91	91	215	0
PYY	90	90	216	0
THPO	90	90	217	0
ACKR1	90	90	218	0
CD47	90	90	219	0
CCND1	90	90	220	0
TERT	90	90	221	0
FURIN	90	90	222	0
CXCR4	89	89	223	0
CCR7	89	89	224	0
PPP1R1B	89	89	225	0
MC1R	88	88	226	0
FOSB	88	88	227	0
HTR4	88	88	228	0
P2RY12	87	87	229	0
ITGAM	86	86	230	0
AIRE	86	86	231	0
ACTB	86	86	232	0
DRD1	86	86	233	0
STAT3	86	86	234	0
TNS2	86	86	235	0
KISS1	85	85	236	0
CD40LG	85	85	237	0
IL18	85	85	238	0
LIPE	84	84	239	0
MET	83	83	240	0
BGLAP	83	83	241	0
LGALS3	82	82	242	0
RET	81	81	243	0
CD86	81	81	244	0
TBP	80	80	245	0
HRH2	79	79	246	0
CXCL12	79	79	247	0
CHRM2	79	79	248	0
FGF21	79	79	249	0
CSF1	77	77	250	0
RBFOX3	77	77	251	0
THY1	77	77	252	0
TNFRSF11B	77	77	253	0
IL15	77	77	254	0
ALDOA	76	76	255	0
BRCA2	76	76	256	0
PRKN	76	76	257	0
CHRM3	76	76	258	0
MECP2	76	76	259	0
JAK2	76	76	260	0
PPARA	76	76	261	0
FCGRT	75	75	262	0
DRD4	75	75	263	0
OXTR	75	75	264	0
SOX9	75	75	265	0
THCYTX	75	75	266	0
ABL1	74	74	267	0
ADRB3	74	74	268	0
HLA-A	74	74	269	0
HRH3	73	73	270	0
BCR	73	73	271	0
FLG	73	73	272	0
FMR1	73	73	273	0
CHGA	73	73	274	0
ADORA2A	73	73	275	0
APP	72	72	276	0
HSPA5	72	72	277	0
LAMP1	72	72	278	0
TXN	71	71	279	0
SERPINA7	71	71	280	0
SOD2	71	71	281	0
F5	70	70	282	0
ADAR	70	70	283	0
HTR2B	70	70	284	0
IL5	70	70	285	0
ADRA2A	70	70	286	0
FST	69	69	287	0
CD52	69	69	288	0
UCP1	69	69	289	0
CHAT	69	69	290	0
FAS	68	68	291	0
IGF1R	68	68	292	0
EZH2	68	68	293	0
NR1H4	68	68	294	0
MDM2	68	68	295	0
CFH	68	68	296	0
ATM	67	67	297	0
NOS3	67	67	298	0
A2M	67	67	299	0
SELL	67	67	300	0
OPN4	67	67	301	0
IL13	67	67	302	0
CD5	67	67	303	0
FGF2	67	67	304	0
BAX	66	66	305	0
KL	66	66	306	0
POU5F1	66	66	307	0
TRPM8	66	66	308	0
UNG	66	66	309	0
TNFRSF9	66	66	310	0
IL2RA	65	65	311	0
ALDH2	65	65	312	0
GHRH	65	65	313	0
SOD1	65	65	314	0
FCGR1A	64	64	315	0
TYMS	64	64	316	0
HFE	64	64	317	0
NFKBIA	64	64	318	0
CTSB	64	64	319	0
ANXA5	64	64	320	0
TSLP	64	64	321	0
NF1	63	63	322	0
KLRK1	63	63	323	0
ESR1	63	63	324	0
AIF1	63	63	325	0
CLOCK	63	63	326	0
TP63	63	63	327	0
ACAN	62	62	328	0
BCHE	62	62	329	0
IDO1	62	62	330	0
SERPING1	62	62	331	0
PVALB	62	62	332	0
ELANE	62	62	333	0
PAH	61	61	334	0
CCL3	61	61	335	0
LCAT	61	61	336	0
FGF23	61	61	337	0
ALK	61	61	338	0
H2AX	61	61	339	0
CD163	61	61	340	0
IL33	61	61	341	0
HGF	60	60	342	0
LIPF	60	60	343	0
COL1A1	60	60	344	0
CALR	60	60	345	0
PPARGC1A	60	60	346	0
CYP2E1	60	60	347	0
CD209	60	60	348	0
GDF15	60	60	349	0
ROS1	60	60	350	0
PKM	60	60	351	0
CAMP	60	60	352	0
LIF	59	59	353	0
CD33	59	59	354	0
HMGB1	59	59	355	0
ACTA2	59	59	356	0
BCL6	59	59	357	0
XBP1	59	59	358	0
HLA-DRB1	59	59	359	0
F12	58	58	360	0
PF4	58	58	361	0
MBP	58	58	362	0
SOX2	58	58	363	0
AGTR1	58	58	364	0
DNASE1	58	58	365	0
TIMP1	58	58	366	0
TARDBP	58	58	367	0
PARP1	57	57	368	0
TIGIT	57	57	369	0
UMOD	57	57	370	0
HTR1B	57	57	371	0
HSPD1	57	57	372	0
IL7	57	57	373	0
CCN2	57	57	374	0
TMPRSS2	57	57	375	0
PIEZO1	57	57	376	0
Glucose-6-phosphate isomerase	56	56	377	0
CXCR3	56	56	378	0
DDX58	56	56	379	0
CD27	56	56	380	0
CRBN	56	56	381	0
HLA-B	56	56	382	0
CYP2B6	56	56	383	0
CFP	56	56	384	0
LOX	55	55	385	0
PPY	55	55	386	0
PLN	55	55	387	0
GSR	55	55	388	0
LRP1	55	55	389	0
CREBBP	55	55	390	0
CXCL13	55	55	391	0
ITGB1	55	55	392	0
PGR	55	55	393	0
YAP1	55	55	394	0
KMT2A	55	55	395	0
GBA	54	54	396	0
MMP3	54	54	397	0
CXCL9	54	54	398	0
PROS1	54	54	399	0
IL3	54	54	400	0
PTK2	54	54	401	0
ESR2	54	54	402	0
ADORA1	54	54	403	0
AKT1	54	54	404	0
OCA2	54	54	405	0
TNFRSF8	53	53	406	0
SP1	53	53	407	0
NTRK2	53	53	408	0
GATA3	53	53	409	0
CHEK2	53	53	410	0
IL1RN	53	53	411	0
SQSTM1	53	53	412	0
SELE	52	52	413	0
MYOD1	52	52	414	0
CHEK1	52	52	415	0
STING1	52	52	416	0
PTGS1	51	51	417	0
SYP	51	51	418	0
RAD51	50	50	419	0
CD81	50	50	420	0
GPX4	50	50	421	0
CYP17A1	50	50	422	0
RELA	50	50	423	0
CSF1R	50	50	424	0
IL11	50	50	425	0
CASP1	50	50	426	0
IL22	50	50	427	0
OPRD1	50	50	428	0
SIRPA	50	50	429	0
MTR	49	49	430	0
VDR	49	49	431	0
CXCL5	49	49	432	0
CXCL2	49	49	433	0
MC4R	49	49	434	0
FOLH1	49	49	435	0
RAN	49	49	436	0
IL17A	49	49	437	0
FTO	49	49	438	0
SLC5A2	49	49	439	0
TMSB4X	48	48	440	0
VEGFA	48	48	441	0
AGRP	48	48	442	0
TNFRSF17	48	48	443	0
FOXO1	48	48	444	0
IDH1	48	48	445	0
SCN9A	48	48	446	0
MYB	48	48	447	0
SREBF1	48	48	448	0
DBH	47	47	449	0
CD74	47	47	450	0
KITLG	47	47	451	0
CR1	47	47	452	0
HEPH	47	47	453	0
IRS1	47	47	454	0
PRDM1	47	47	455	0
HRH4	46	46	456	0
MMP2	46	46	457	0
GRB2	46	46	458	0
ADRA1A	46	46	459	0
CX3CR1	46	46	460	0
LCN2	46	46	461	0
APLN	45	45	462	0
CD63	45	45	463	0
EPCAM	45	45	464	0
RUNX1	45	45	465	0
LALBA	45	45	466	0
TGM2	45	45	467	0
GCGR	45	45	468	0
CTSD	45	45	469	0
HEXA	45	45	470	0
S100B	45	45	471	0
DES	44	44	472	0
CCL7	44	44	473	0
TNFSF10	44	44	474	0
CCR2	44	44	475	0
RETN	44	44	476	0
FAP	44	44	477	0
CD55	44	44	478	0
LRRK2	44	44	479	0
NR3C2	44	44	480	0
CASR	44	44	481	0
AXL	44	44	482	0
TNFRSF4	44	44	483	0
STAT1	44	44	484	0
C9orf72	44	44	485	0
PPARD	44	44	486	0
GSDMD	44	44	487	0
TSHR	43	43	488	0
VCL	43	43	489	0
CNR2	43	43	490	0
MBL2	43	43	491	0
MMUT	43	43	492	0
RHOA	43	43	493	0
EIF2AK2	43	43	494	0
NES	43	43	495	0
DNMT1	43	43	496	0
MSH2	43	43	497	0
CDC42	43	43	498	0
PDGFRA	43	43	499	0
NAMPT	43	43	500	0
PINK1	43	43	501	0
TREM2	43	43	502	0
LPO	42	42	503	0
PDE5A	42	42	504	0
RAF1	42	42	505	0
EEF1A1	42	42	506	0
HTR7	42	42	507	0
TGFA	42	42	508	0
ANXA1	42	42	509	0
GHSR	42	42	510	0
KDM1A	42	42	511	0
AGL	41	41	512	0
CD59	41	41	513	0
COL3A1	41	41	514	0
FOXO3	41	41	515	0
SELP	41	41	516	0
DROSHA	41	41	517	0
SLC16A1	41	41	518	0
ACP3	41	41	519	0
MAP2	41	41	520	0
VHL	41	41	521	0
SOST	41	41	522	0
HLA-E	41	41	523	0
INSL3	41	41	524	0
CDH13	41	41	525	0
LTA	41	41	526	0
IRF3	41	41	527	0
PDPK1	41	41	528	0
LGR5	41	41	529	0
ATR	40	40	530	0
IL1RL1	40	40	531	0
C5	40	40	532	0
TNFSF13B	40	40	533	0
NANOG	40	40	534	0
GBE1	40	40	535	0
NOD2	40	40	536	0
THBD	40	40	537	0
AREG	40	40	538	0
TFPI	40	40	539	0
EPAS1	40	40	540	0
MFGE8	40	40	541	0
SDC1	40	40	542	0
GLP1R	40	40	543	0
LRP5	40	40	544	0
PAX3	40	40	545	0
ENG	40	40	546	0
CDK1	39	39	547	0
CD24	39	39	548	0
NT5E	39	39	549	0
MYCN	39	39	550	0
ACP5	39	39	551	0
DCX	39	39	552	0
FUS	39	39	553	0
TYK2	39	39	554	0
RORC	39	39	555	0
SERPINA6	38	38	556	0
RELN	38	38	557	0
RUNX2	38	38	558	0
HOXD13	38	38	559	0
PGF	38	38	560	0
STAT6	38	38	561	0
POSTN	38	38	562	0
NRP1	38	38	563	0
MAP1LC3B	38	38	564	0
NOTCH1	38	38	565	0
NOG	38	38	566	0
MOG	37	37	567	0
TPMT	37	37	568	0
IL21	37	37	569	0
GGCX	37	37	570	0
GAS6	37	37	571	0
RAC1	37	37	572	0
EGR1	37	37	573	0
FADD	37	37	574	0
FOLR1	37	37	575	0
OPRL1	37	37	576	0
RPS6KB1	37	37	577	0
CES1	37	37	578	0
SMARCA4	37	37	579	0
BRD4	37	37	580	0
POLG	37	37	581	0
XIAP	37	37	582	0
FECH	36	36	583	0
CD46	36	36	584	0
CYP11A1	36	36	585	0
HBA1	36	36	586	0
EIF4E	36	36	587	0
HRAS	36	36	588	0
CYP3A5	36	36	589	0
ERCC1	36	36	590	0
TJP1	36	36	591	0
FGFR3	36	36	592	0
PAX6	36	36	593	0
SLC52A2	36	36	594	0
DCN	36	36	595	0
CDKN1B	36	36	596	0
IL6ST	35	35	597	0
ABCA1	35	35	598	0
FH	35	35	599	0
SPARC	35	35	600	0
CR2	35	35	601	0
CD2	35	35	602	0
ABO	35	35	603	0
IL2RG	35	35	604	0
NTRK1	35	35	605	0
BMP2	35	35	606	0
GATA2	35	35	607	0
ICOS	35	35	608	0
TFRC	35	35	609	0
FLT3	35	35	610	0
MLH1	35	35	611	0
CYP3A	35	35	612	0
SMO	35	35	613	0
RIPK1	35	35	614	0
LIPC	34	34	615	0
HBD	34	34	616	0
CXCL11	34	34	617	0
CD9	34	34	618	0
BIRC5	34	34	619	0
TNFRSF1A	34	34	620	0
CCL17	34	34	621	0
CD79A	34	34	622	0
IL3RA	34	34	623	0
CYBB	34	34	624	0
WRN	34	34	625	0
CEBPB	34	34	626	0
BMP4	34	34	627	0
AGTR2	34	34	628	0
PVR	34	34	629	0
MCL1	34	34	630	0
GDF11	34	34	631	0
LFNG	34	34	632	0
SSTR2	34	34	633	0
SIRT6	34	34	634	0
CLDN18	34	34	635	0
HAVCR2	34	34	636	0
PSEN1	34	34	637	0
ITGAX	33	33	638	0
CETP	33	33	639	0
FAAH	33	33	640	0
BACE1	33	33	641	0
KCNJ1	33	33	642	0
PER1	33	33	643	0
CDH5	33	33	644	0
GAA	33	33	645	0
PTCH1	33	33	646	0
RAG1	33	33	647	0
ND1	33	33	648	0
JAK1	33	33	649	0
GATA1	33	33	650	0
ROR1	33	33	651	0
VCP	33	33	652	0
SLC2A5	33	33	653	0
PRKDC	33	33	654	0
GAL	32	32	655	0
MEN1	32	32	656	0
ENTPD1	32	32	657	0
PLIN1	32	32	658	0
DLAT	32	32	659	0
GHR	32	32	660	0
CYP21A2	32	32	661	0
TNFSF9	32	32	662	0
AVPR2	32	32	663	0
ERG	32	32	664	0
CHI3L1	32	32	665	0
TERC	32	32	666	0
NRG1	32	32	667	0
MSLN	32	32	668	0
APOBEC3G	32	32	669	0
ERVW-1	32	32	670	0
VTN	31	31	671	0
ZBTB7A	31	31	672	0
CD7	31	31	673	0
PDPN	31	31	674	0
FXN	31	31	675	0
PIEZO2	31	31	676	0
SERPINF2	31	31	677	0
IGF2	31	31	678	0
FLT1	31	31	679	0
SNAI1	31	31	680	0
GIPR	31	31	681	0
CASP8	31	31	682	0
IRF4	31	31	683	0
SARM1	31	31	684	0
RPE65	31	31	685	0
KLRG1	31	31	686	0
TMEM97	31	31	687	0
SPN	30	30	688	0
CXCR5	30	30	689	0
SYK	30	30	690	0
MGMT	30	30	691	0
ATP7B	30	30	692	0
DRD3	30	30	693	0
PRG2	30	30	694	0
CYP27B1	30	30	695	0
MYOG	30	30	696	0
OCLN	30	30	697	0
ZEB1	30	30	698	0
MEFV	30	30	699	0
PRLR	30	30	700	0
IGFBP3	30	30	701	0
TNC	30	30	702	0
HSF1	30	30	703	0
CASP9	30	30	704	0
SMN1	30	30	705	0
MERTK	30	30	706	0
ULK1	30	30	707	0
TET2	30	30	708	0
PALB2	30	30	709	0
SLAMF7	30	30	710	0
BPIFB4	30	30	711	0
DLD	29	29	712	0
ITGB2	29	29	713	0
TSPO	29	29	714	0
CCL21	29	29	715	0
DAG1	29	29	716	0
CD22	29	29	717	0
PMEL	29	29	718	0
SLC5A5	29	29	719	0
ALPP	29	29	720	0
SLC26A5	29	29	721	0
CENPA	29	29	722	0
EIF4EBP1	29	29	723	0
NGFR	29	29	724	0
ACVR1	29	29	725	0
THBS1	29	29	726	0
TFAM	29	29	727	0
CD276	29	29	728	0
MUC2	29	29	729	0
LAMP2	29	29	730	0
PARK7	29	29	731	0
APOL1	29	29	732	0
ZBP1	29	29	733	0
CANX	28	28	734	0
CD70	28	28	735	0
PNMT	28	28	736	0
FCER2	28	28	737	0
PAX8	28	28	738	0
AICDA	28	28	739	0
CA9	28	28	740	0
CHRM4	28	28	741	0
SLC12A3	28	28	742	0
SNAP25	28	28	743	0
CRYAB	28	28	744	0
PIK3CA	28	28	745	0
PDE10A	28	28	746	0
NQO1	28	28	747	0
DRD5	28	28	748	0
OPN1LW	28	28	749	0
CDK4	28	28	750	0
FGFR2	28	28	751	0
CYP1A1	28	28	752	0
MIF	28	28	753	0
LHCGR	28	28	754	0
FMO3	28	28	755	0
GDNF	28	28	756	0
POLB	28	28	757	0
CFB	28	28	758	0
F11	27	27	759	0
POR	27	27	760	0
HSPA1A	27	27	761	0
FOS	27	27	762	0
GTF2B	27	27	763	0
FNDC5	27	27	764	0
CPT2	27	27	765	0
ABCC2	27	27	766	0
UBE3A	27	27	767	0
CACNA1C	27	27	768	0
NEB	27	27	769	0
STK11	27	27	770	0
GRN	27	27	771	0
CALB2	27	27	772	0
HLA-F	27	27	773	0
SOX10	27	27	774	0
PDGFRB	27	27	775	0
KEAP1	27	27	776	0
ZFPM2	27	27	777	0
DKK1	27	27	778	0
MAVS	27	27	779	0
EIF2A	27	27	780	0
AGER	27	27	781	0
LYN	26	26	782	0
BSG	26	26	783	0
AGRN	26	26	784	0
HPX	26	26	785	0
PLEC	26	26	786	0
SLC4A1	26	26	787	0
PNPLA2	26	26	788	0
SLC25A20	26	26	789	0
CRHR1	26	26	790	0
ADRA1B	26	26	791	0
STMN1	26	26	792	0
AVPR1A	26	26	793	0
EIF2S1	26	26	794	0
TCN1	26	26	795	0
EEF2	26	26	796	0
NTF3	26	26	797	0
GPR183	26	26	798	0
PMCH	26	26	799	0
GYPA	26	26	800	0
ERBB3	26	26	801	0
CTSG	26	26	802	0
FOXM1	26	26	803	0
LEPR	26	26	804	0
IL26	26	26	805	0
HLA-DQB1	26	26	806	0
FGFR1	26	26	807	0
SPI1	26	26	808	0
PIN1	26	26	809	0
MALAT1	26	26	810	0
TBK1	26	26	811	0
NEDD8	25	25	812	0
HDC	25	25	813	0
IFNGR1	25	25	814	0
GRM2	25	25	815	0
SV2A	25	25	816	0
PRKCZ	25	25	817	0
SRD5A2	25	25	818	0
TRPV2	25	25	819	0
CLU	25	25	820	0
LCK	25	25	821	0
PTPN11	25	25	822	0
ABCA12	25	25	823	0
EP300	25	25	824	0
CEBPA	25	25	825	0
CDC20	25	25	826	0
BCL3	25	25	827	0
EPOR	25	25	828	0
S1PR1	25	25	829	0
GP1BA	25	25	830	0
HTR6	25	25	831	0
SOS1	25	25	832	0
IL25	25	25	833	0
HLA-DQA1	25	25	834	0
LTBR	25	25	835	0
NPM1	25	25	836	0
HDAC6	25	25	837	0
SLC7A11	25	25	838	0
SYNGAP1	25	25	839	0
PLK1	24	24	840	0
OAS1	24	24	841	0
CCL20	24	24	842	0
CCR4	24	24	843	0
NR1I2	24	24	844	0
TNFRSF11A	24	24	845	0
CAV1	24	24	846	0
APLNR	24	24	847	0
CYP2A6	24	24	848	0
GLI1	24	24	849	0
ZAP70	24	24	850	0
TICAM1	24	24	851	0
MLANA	24	24	852	0
HTR1D	24	24	853	0
MMP7	24	24	854	0
ARNTL	24	24	855	0
CX3CL1	24	24	856	0
IL6R	24	24	857	0
NCL	24	24	858	0
IKBKB	24	24	859	0
MYH6	24	24	860	0
TLR4	24	24	861	0
RN7SL1	24	24	862	0
S100A9	24	24	863	0
ARID1A	24	24	864	0
ARC	24	24	865	0
KLF4	24	24	866	0
POLQ	24	24	867	0
TFEB	24	24	868	0
DNM1L	24	24	869	0
MGAM	24	24	870	0
BCL11A	24	24	871	0
HOTAIR	24	24	872	0
IL23A	23	23	873	0
MYH9	23	23	874	0
TAS1R2	23	23	875	0
PRTN3	23	23	876	0
WAS	23	23	877	0
DLG4	23	23	878	0
CD1A	23	23	879	0
HMOX1	23	23	880	0
PLAUR	23	23	881	0
JAK3	23	23	882	0
NID1	23	23	883	0
IFIH1	23	23	884	0
E2F1	23	23	885	0
ADRA2C	23	23	886	0
ATRX	23	23	887	0
SMAD3	23	23	888	0
IL16	23	23	889	0
IGH	23	23	890	0
CYP7A1	23	23	891	0
CA2	23	23	892	0
IHH	23	23	893	0
NPC1	23	23	894	0
HDAC1	23	23	895	0
NPPC	23	23	896	0
P2RX7	23	23	897	0
TRIM28	23	23	898	0
PAX5	23	23	899	0
PYCARD	23	23	900	0
PPIA	23	23	901	0
SLC22A6	23	23	902	0
WNK1	23	23	903	0
TBX21	23	23	904	0
CDT1	23	23	905	0
UOX	23	23	906	0
PIGR	23	23	907	0
ND2	23	23	908	0
MITF	22	22	909	0
OTC	22	22	910	0
CYBA	22	22	911	0
NF2	22	22	912	0
SMAD4	22	22	913	0
CD48	22	22	914	0
TBXA2R	22	22	915	0
ENO2	22	22	916	0
CCL19	22	22	917	0
NR1D1	22	22	918	0
ITGAE	22	22	919	0
CHRM5	22	22	920	0
SERPINB2	22	22	921	0
ROR2	22	22	922	0
MIR155	22	22	923	0
FOXL2	22	22	924	0
FKBP5	22	22	925	0
GATA4	22	22	926	0
HLA-C	22	22	927	0
ERN1	22	22	928	0
CDKL5	22	22	929	0
TIMP2	22	22	930	0
RBP4	22	22	931	0
FBL	22	22	932	0
SMARCA2	22	22	933	0
PAX7	22	22	934	0
POLE	22	22	935	0
EOMES	22	22	936	0
TNFRSF10B	22	22	937	0
CPS1	21	21	938	0
APAF1	21	21	939	0
IDE	21	21	940	0
PRAME	21	21	941	0
CEACAM8	21	21	942	0
ITGB3	21	21	943	0
ATF4	21	21	944	0
HSPG2	21	21	945	0
CYP11B1	21	21	946	0
CALCRL	21	21	947	0
IL9	21	21	948	0
ADAM10	21	21	949	0
DMRT1	21	21	950	0
FLI1	21	21	951	0
TACSTD2	21	21	952	0
ADAM17	21	21	953	0
PRMT1	21	21	954	0
SFTPC	21	21	955	0
IRAK1	21	21	956	0
NEFL	21	21	957	0
MCAM	21	21	958	0
NR0B1	21	21	959	0
LDHA	21	21	960	0
LGALS9	21	21	961	0
SDHB	21	21	962	0
TNFRSF13B	21	21	963	0
SATB2	21	21	964	0
SPO11	21	21	965	0
SRD5A1	21	21	966	0
ANGPTL4	21	21	967	0
CYSLTR1	21	21	968	0
GC	20	20	969	0
ASL	20	20	970	0
ABCA4	20	20	971	0
BAD	20	20	972	0
BLM	20	20	973	0
TYRP1	20	20	974	0
CD6	20	20	975	0
FCGR2B	20	20	976	0
CD79B	20	20	977	0
ITGA2B	20	20	978	0
TMPO	20	20	979	0
CD1D	20	20	980	0
CALD1	20	20	981	0
DISC1	20	20	982	0
RORA	20	20	983	0
MYH7	20	20	984	0
MUTYH	20	20	985	0
CYP1B1	20	20	986	0
ACVR2B	20	20	987	0
TRPV6	20	20	988	0
CYP11B2	20	20	989	0
ELK1	20	20	990	0
ABCG2	20	20	991	0
HTR5A	20	20	992	0
GPX1	20	20	993	0
MAF	20	20	994	0
MGP	20	20	995	0
CDK8	20	20	996	0
IL4R	20	20	997	0
MPL	20	20	998	0
PRKCA	20	20	999	0
ANGPT1	20	20	1000	0
TAPBP	20	20	1001	0
PROM1	20	20	1002	0
ITGB7	20	20	1003	0
PRC1	20	20	1004	0
ENPP2	20	20	1005	0
ISG15	20	20	1006	0
EDAR	20	20	1007	0
SGK1	20	20	1008	0
CD226	20	20	1009	0
SLC9A3	20	20	1010	0
IRAK4	20	20	1011	0
BTLA	20	20	1012	0
NNMT	20	20	1013	0
GPER1	20	20	1014	0
ACR	19	19	1015	0
RNR2	19	19	1016	0
ADM	19	19	1017	0
HLA-G	19	19	1018	0
ANPEP	19	19	1019	0
CD37	19	19	1020	0
SCARB1	19	19	1021	0
ASIP	19	19	1022	0
GRM5	19	19	1023	0
LIN28A	19	19	1024	0
CREB1	19	19	1025	0
FOXA2	19	19	1026	0
TSC2	19	19	1027	0
MASP1	19	19	1028	0
ITGA2	19	19	1029	0
RNASE3	19	19	1030	0
METTL3	19	19	1031	0
SLC5A1	19	19	1032	0
ADGRE1	19	19	1033	0
SDHD	19	19	1034	0
HSPE1	19	19	1035	0
MT-RNR2	19	19	1036	0
CXADR	19	19	1037	0
ARNT	19	19	1038	0
HSPA8	19	19	1039	0
VCAN	19	19	1040	0
ALAD	19	19	1041	0
ALCAM	19	19	1042	0
ACSL4	19	19	1043	0
GSTP1	19	19	1044	0
MECOM	19	19	1045	0
MMP8	19	19	1046	0
HTR1F	19	19	1047	0
HRG	19	19	1048	0
CDA	19	19	1049	0
