# gene	views	view_delta	view_rank	view_rank_delta
MALL	35	35	245	0
CAMP	35	35	246	0
APP	34	34	247	0
KCNH2	34	34	248	0
FOXO3	34	34	249	0
FMR1	34	34	250	0
GNAS	34	34	251	0
MDM2	34	34	252	0
LGALS3	34	34	253	0
LIPE	33	33	254	0
FAS	33	33	255	0
CNR1	33	33	256	0
PAH	33	33	257	0
ACAN	33	33	258	0
GBE1	33	33	259	0
UCP1	33	33	260	0
HLA-A	33	33	261	0
HTR4	33	33	262	0
ADA	32	32	263	0
CD36	32	32	264	0
NR3C2	32	32	265	0
HRAS	32	32	266	0
TBP	32	32	267	0
CHEK2	32	32	268	0
OXTR	32	32	269	0
CSF2RA	32	32	270	0
SPP1	31	31	271	0
FLG	31	31	272	0
THPO	31	31	273	0
SERPINE1	31	31	274	0
MBP	31	31	275	0
SLC12A3	31	31	276	0
HTR7	31	31	277	0
CYP2B6	31	31	278	0
MLH1	31	31	279	0
PAX3	31	31	280	0
PPARA	31	31	281	0
TMEM97	31	31	282	0
FGF2	31	31	283	0
LCAT	30	30	284	0
ZEB1	30	30	285	0
C3	30	30	286	0
IL13	30	30	287	0
MYD88	30	30	288	0
FGF23	30	30	289	0
TCN1	30	30	290	0
SOX9	30	30	291	0
F9	29	29	292	0
PPARGC1A	29	29	293	0
KL	28	28	294	0
FOXP3	28	28	295	0
AIRE	28	28	296	0
CD80	28	28	297	0
PECAM1	28	28	298	0
COX1	28	28	299	0
CYP2E1	28	28	300	0
CHRM3	28	28	301	0
JCHAIN	28	28	302	0
GGH	28	28	303	0
F12	27	27	304	0
AGL	27	27	305	0
CD28	27	27	306	0
GSR	27	27	307	0
IDO1	27	27	308	0
HTR1B	27	27	309	0
CYP27B1	27	27	310	0
TNFRSF11A	27	27	311	0
CASR	27	27	312	0
CLOCK	27	27	313	0
SPOP	27	27	314	0
CS	26	26	315	0
CREBBP	26	26	316	0
PRKN	26	26	317	0
IGF2	26	26	318	0
TGM2	26	26	319	0
TNFRSF9	26	26	320	0
MSH2	26	26	321	0
PGF	26	26	322	0
TAS2R38	26	26	323	0
PIEZO1	26	26	324	0
LOX	25	25	325	0
SRC	25	25	326	0
PLN	25	25	327	0
TXN	25	25	328	0
FH	25	25	329	0
CD74	25	25	330	0
CD44	25	25	331	0
MGMT	25	25	332	0
COL3A1	25	25	333	0
IL5	25	25	334	0
DNASE1	25	25	335	0
NTRK2	25	25	336	0
ALK	25	25	337	0
FADD	25	25	338	0
HYAL1	25	25	339	0
KMT2A	25	25	340	0
SLC2A5	25	25	341	0
SLC52A2	25	25	342	0
CCL4	24	24	343	0
IL2RA	24	24	344	0
F5	24	24	345	0
CXCL1	24	24	346	0
SELL	24	24	347	0
MBL2	24	24	348	0
CHRM2	24	24	349	0
BMP4	24	24	350	0
EPOR	24	24	351	0
OPN1LW	24	24	352	0
SLC5A2	24	24	353	0
CCND1	24	24	354	0
CASP3	24	24	355	0
ARHGAP11B	24	24	356	0
CD40	23	23	357	0
LIF	23	23	358	0
RETN	23	23	359	0
CETP	23	23	360	0
CSF1	23	23	361	0
RBFOX3	23	23	362	0
PROS1	23	23	363	0
CRBN	23	23	364	0
CHEK1	23	23	365	0
LCK	23	23	366	0
ADRA1A	23	23	367	0
DDX3X	23	23	368	0
SNAI2	23	23	369	0
Glucose-6-phosphate isomerase	22	22	370	0
CBS	22	22	371	0
TYMS	22	22	372	0
MOG	22	22	373	0
SCARB1	22	22	374	0
CXCL12	22	22	375	0
CYP17A1	22	22	376	0
SLC5A1	22	22	377	0
CHAT	22	22	378	0
RAN	22	22	379	0
PALLD	22	22	380	0
OPRL1	22	22	381	0
TMPRSS2	22	22	382	0
C9orf72	22	22	383	0
RORC	22	22	384	0
NRAS	22	22	385	0
PML	22	22	386	0
SREBF1	22	22	387	0
UOX	22	22	388	0
GBA	21	21	389	0
MTR	21	21	390	0
PF4	21	21	391	0
CD68	21	21	392	0
CXCL10	21	21	393	0
MMP3	21	21	394	0
PNMT	21	21	395	0
COL1A1	21	21	396	0
CALR	21	21	397	0
TNFRSF11B	21	21	398	0
CCL5	21	21	399	0
ABO	21	21	400	0
KLRK1	21	21	401	0
HTR6	21	21	402	0
HLA-B	21	21	403	0
MPZ	21	21	404	0
MYB	21	21	405	0
TRADD	21	21	406	0
SIRT6	21	21	407	0
HBD	20	20	408	0
GHR	20	20	409	0
NF1	20	20	410	0
DRD3	20	20	411	0
MC4R	20	20	412	0
CSF1R	20	20	413	0
ADH1B	20	20	414	0
BMP2	20	20	415	0
DMPK	20	20	416	0
GCGR	20	20	417	0
FTO	20	20	418	0
CSF3R	20	20	419	0
FGFR1	20	20	420	0
SERPINA6	19	19	421	0
CD69	19	19	422	0
TSPO	19	19	423	0
HMGB1	19	19	424	0
THY1	19	19	425	0
SLC25A13	19	19	426	0
SOX2	19	19	427	0
VHL	19	19	428	0
RUNX1	19	19	429	0
WNT4	19	19	430	0
BCL6	19	19	431	0
NES	19	19	432	0
NEB	19	19	433	0
CNTF	19	19	434	0
FOXO1	19	19	435	0
MMP9	19	19	436	0
HSPA5	19	19	437	0
MLXIPL	19	19	438	0
CDKN1B	19	19	439	0
VGF	18	18	440	0
CCR2	18	18	441	0
SELE	18	18	442	0
CYP11A1	18	18	443	0
ATP7B	18	18	444	0
RELN	18	18	445	0
HEPH	18	18	446	0
FAAH	18	18	447	0
NR1I2	18	18	448	0
PVALB	18	18	449	0
AGRP	18	18	450	0
ACTB	18	18	451	0
ELANE	18	18	452	0
IL18	18	18	453	0
PTMA	18	18	454	0
PROP1	18	18	455	0
IGH	18	18	456	0
CALB2	18	18	457	0
IDH1	18	18	458	0
SMN1	18	18	459	0
EDAR	18	18	460	0
PPARD	18	18	461	0
XIST	18	18	462	0
AGER	18	18	463	0
IL23A	17	17	464	0
ADM	17	17	465	0
FCER2	17	17	466	0
HMOX1	17	17	467	0
AGTR1	17	17	468	0
HBA1	17	17	469	0
EP300	17	17	470	0
VCAM1	17	17	471	0
DMRT1	17	17	472	0
AKT2	17	17	473	0
HTR5A	17	17	474	0
RARA	17	17	475	0
HTR1D	17	17	476	0
DNMT1	17	17	477	0
TOP1	17	17	478	0
MTRR	17	17	479	0
ND1	17	17	480	0
CES1	17	17	481	0
APOBEC3G	17	17	482	0
YY1	17	17	483	0
DHDDS	17	17	484	0
HCAR2	17	17	485	0
TSHR	16	16	486	0
CANX	16	16	487	0
TNFSF13B	16	16	488	0
NF2	16	16	489	0
TPMT	16	16	490	0
CYP2R1	16	16	491	0
CYP21A2	16	16	492	0
AGRN	16	16	493	0
FNDC5	16	16	494	0
KCNJ1	16	16	495	0
SLC4A1	16	16	496	0
OCLN	16	16	497	0
TNFRSF8	16	16	498	0
IFIH1	16	16	499	0
NFKBIA	16	16	500	0
EGR1	16	16	501	0
CCR7	16	16	502	0
MUTYH	16	16	503	0
GRB2	16	16	504	0
SNAP25	16	16	505	0
RUNX2	16	16	506	0
MMP13	16	16	507	0
SCN9A	16	16	508	0
CTSB	16	16	509	0
ANXA5	16	16	510	0
HNMT	16	16	511	0
TP63	16	16	512	0
PAX6	16	16	513	0
SARM1	16	16	514	0
QKI	16	16	515	0
SSH3	16	16	516	0
TREM2	16	16	517	0
MAP1LC3B	16	16	518	0
P2RY13	16	16	519	0
XIAP	16	16	520	0
GAL	15	15	521	0
PLIN1	15	15	522	0
CXCR3	15	15	523	0
TYRP1	15	15	524	0
ITGAM	15	15	525	0
VTN	15	15	526	0
HBA2	15	15	527	0
SYK	15	15	528	0
TIGIT	15	15	529	0
ESR2	15	15	530	0
CRHR1	15	15	531	0
TRHR	15	15	532	0
CD40LG	15	15	533	0
KIF1A	15	15	534	0
GAD1	15	15	535	0
EPAS1	15	15	536	0
HARS1	15	15	537	0
EPHX2	15	15	538	0
MCPH1	15	15	539	0
TGFB2	15	15	540	0
UPF1	15	15	541	0
LFNG	15	15	542	0
GHSR	15	15	543	0
XBP1	15	15	544	0
SLC9A3	15	15	545	0
SULT1A1	15	15	546	0
CXXC1	15	15	547	0
GSDMD	15	15	548	0
TSLP	15	15	549	0
DES	14	14	550	0
ATR	14	14	551	0
ABCA1	14	14	552	0
PARP1	14	14	553	0
BCR	14	14	554	0
OSM	14	14	555	0
CD33	14	14	556	0
CR2	14	14	557	0
SELP	14	14	558	0
CD55	14	14	559	0
PTGS2	14	14	560	0
VEGFA	14	14	561	0
CALD1	14	14	562	0
THBD	14	14	563	0
SV2A	14	14	564	0
AVPR1A	14	14	565	0
YAP1	14	14	566	0
CACNA1C	14	14	567	0
IGF1R	14	14	568	0
GAA	14	14	569	0
SMAD3	14	14	570	0
HLA-C	14	14	571	0
GPC3	14	14	572	0
RAG1	14	14	573	0
CCN2	14	14	574	0
ACP5	14	14	575	0
TFRC	14	14	576	0
GIPR	14	14	577	0
TJP1	14	14	578	0
NEFL	14	14	579	0
ZP3	14	14	580	0
TYK2	14	14	581	0
NOS2	14	14	582	0
SOX10	14	14	583	0
APOC2	14	14	584	0
CFP	14	14	585	0
POLB	14	14	586	0
TET2	14	14	587	0
MLKL	14	14	588	0
NOTCH1	14	14	589	0
IL6ST	13	13	590	0
POR	13	13	591	0
MITF	13	13	592	0
DCD	13	13	593	0
CD14	13	13	594	0
CD52	13	13	595	0
HDC	13	13	596	0
GPX4	13	13	597	0
KITLG	13	13	598	0
CD70	13	13	599	0
LIPF	13	13	600	0
LRP1	13	13	601	0
DGAT1	13	13	602	0
MAP2	13	13	603	0
MYOD1	13	13	604	0
TSC1	13	13	605	0
IL3	13	13	606	0
SOD1	13	13	607	0
TAFAZZIN	13	13	608	0
CTH	13	13	609	0
TFPI	13	13	610	0
AVPR2	13	13	611	0
EIF2AK2	13	13	612	0
AGTR2	13	13	613	0
CYP3A5	13	13	614	0
GATA3	13	13	615	0
PTPN22	13	13	616	0
UNG	13	13	617	0
IL31	13	13	618	0
DRD5	13	13	619	0
PTCH1	13	13	620	0
ADAM17	13	13	621	0
TGFA	13	13	622	0
AMELY	13	13	623	0
CYP7A1	13	13	624	0
HLA-E	13	13	625	0
CX3CL1	13	13	626	0
TGFB3	13	13	627	0
IKBKG	13	13	628	0
APOC3	13	13	629	0
IKBKB	13	13	630	0
NR5A1	13	13	631	0
NRG1	13	13	632	0
FBL	13	13	633	0
IKZF1	13	13	634	0
TAF15	13	13	635	0
CYP2C8	13	13	636	0
PMS2	13	13	637	0
SRGAP2	13	13	638	0
TNFRSF18	13	13	639	0
SALL4	13	13	640	0
LEF1	13	13	641	0
GPER1	13	13	642	0
NOG	13	13	643	0
HLA-DRB1	13	13	644	0
F11	12	12	645	0
ALDOA	12	12	646	0
IL1RL1	12	12	647	0
TNFSF10	12	12	648	0
OTC	12	12	649	0
WAS	12	12	650	0
PLAT	12	12	651	0
DLAT	12	12	652	0
CD59	12	12	653	0
NANOG	12	12	654	0
GTF2B	12	12	655	0
ALDOB	12	12	656	0
CXCL2	12	12	657	0
NPHS1	12	12	658	0
SLC16A1	12	12	659	0
SHOX	12	12	660	0
CCL20	12	12	661	0
CD22	12	12	662	0
JAK3	12	12	663	0
ADAMTS5	12	12	664	0
HSPD1	12	12	665	0
CYP2A6	12	12	666	0
AKR1C4	12	12	667	0
ADRA2C	12	12	668	0
PIK3CA	12	12	669	0
ADAM10	12	12	670	0
MIR155	12	12	671	0
CENPA	12	12	672	0
AXL	12	12	673	0
GATA2	12	12	674	0
TNFRSF17	12	12	675	0
CTSD	12	12	676	0
STK11	12	12	677	0
GJB2	12	12	678	0
IGFBP3	12	12	679	0
GRK2	12	12	680	0
SDHA	12	12	681	0
ADCYAP1	12	12	682	0
IHH	12	12	683	0
MPL	12	12	684	0
STAT1	12	12	685	0
RAD51C	12	12	686	0
RAD52	12	12	687	0
TNNT2	12	12	688	0
ANXA1	12	12	689	0
HLA-DQB1	12	12	690	0
CYP1A1	12	12	691	0
MIF	12	12	692	0
NPC1	12	12	693	0
OCA2	12	12	694	0
SSPN	12	12	695	0
S100B	12	12	696	0
CASK	12	12	697	0
NPFF	12	12	698	0
HNF1A	12	12	699	0
SQSTM1	12	12	700	0
CXXC5	12	12	701	0
SIRPA	12	12	702	0
PIGR	12	12	703	0
AAA1	12	12	704	0
ACR	11	11	705	0
RAD51	11	11	706	0
MEN1	11	11	707	0
CPS1	11	11	708	0
LIPC	11	11	709	0
FCGR1A	11	11	710	0
CDK1	11	11	711	0
PYGM	11	11	712	0
ASIP	11	11	713	0
VCL	11	11	714	0
GGCX	11	11	715	0
FADS2	11	11	716	0
GRM2	11	11	717	0
DROSHA	11	11	718	0
CD27	11	11	719	0
HPX	11	11	720	0
BACE1	11	11	721	0
CD2	11	11	722	0
FXN	11	11	723	0
PNLIP	11	11	724	0
CALCRL	11	11	725	0
RAF1	11	11	726	0
SYP	11	11	727	0
PTK2	11	11	728	0
MFN2	11	11	729	0
CCKBR	11	11	730	0
SLC24A5	11	11	731	0
SOST	11	11	732	0
NTRK1	11	11	733	0
TRPV6	11	11	734	0
CDH4	11	11	735	0
UGT1A1	11	11	736	0
FKBP5	11	11	737	0
ELK1	11	11	738	0
ZAP70	11	11	739	0
MYCN	11	11	740	0
TNC	11	11	741	0
LEPR	11	11	742	0
ATP6	11	11	743	0
CDKL5	11	11	744	0
CASP9	11	11	745	0
SDC1	11	11	746	0
RELB	11	11	747	0
RHD	11	11	748	0
TCF7L2	11	11	749	0
RBP4	11	11	750	0
LTA	11	11	751	0
DFFB	11	11	752	0
LCN2	11	11	753	0
HDAC1	11	11	754	0
JAK1	11	11	755	0
FGFR3	11	11	756	0
VAPA	11	11	757	0
ROS1	11	11	758	0
PAX2	11	11	759	0
POLG	11	11	760	0
VCP	11	11	761	0
ULK1	11	11	762	0
SIRT3	11	11	763	0
TACR3	11	11	764	0
DNM1L	11	11	765	0
RPTOR	11	11	766	0
NNMT	11	11	767	0
ABCA4	10	10	768	0
SQLE	10	10	769	0
CD9	10	10	770	0
CD81	10	10	771	0
CXCR5	10	10	772	0
PLA1A	10	10	773	0
MTTP	10	10	774	0
HMBS	10	10	775	0
CTLA4	10	10	776	0
DHH	10	10	777	0
SUOX	10	10	778	0
TAS1R1	10	10	779	0
DDX58	10	10	780	0
GRM6	10	10	781	0
ZBTB7A	10	10	782	0
CD47	10	10	783	0
ACP3	10	10	784	0
PROZ	10	10	785	0
VEGFC	10	10	786	0
RNASE3	10	10	787	0
ITGB1	10	10	788	0
TRPV3	10	10	789	0
RHOA	10	10	790	0
ABCC2	10	10	791	0
CHD1	10	10	792	0
CD209	10	10	793	0
CHRM4	10	10	794	0
CTNS	10	10	795	0
ADRA2B	10	10	796	0
ADRA1B	10	10	797	0
IL2RG	10	10	798	0
MEFV	10	10	799	0
CEBPA	10	10	800	0
CDH5	10	10	801	0
CYP27A1	10	10	802	0
ALAD	10	10	803	0
PDE10A	10	10	804	0
GABRA3	10	10	805	0
FUT2	10	10	806	0
DNMT3A	10	10	807	0
IL15	10	10	808	0
ETS1	10	10	809	0
MGP	10	10	810	0
SNAI1	10	10	811	0
TAPBP	10	10	812	0
TAAR5	10	10	813	0
FUS	10	10	814	0
CD276	10	10	815	0
CDC42	10	10	816	0
LGALS1	10	10	817	0
HAL	10	10	818	0
IRF3	10	10	819	0
MSLN	10	10	820	0
ENPP2	10	10	821	0
LHCGR	10	10	822	0
TNXB	10	10	823	0
SPINK1	10	10	824	0
SERPINF1	10	10	825	0
PIN1	10	10	826	0
GPR55	10	10	827	0
SIRT2	10	10	828	0
MEG3	10	10	829	0
TBK1	10	10	830	0
APOD	10	10	831	0
CFI	10	10	832	0
LPO	9	9	833	0
LYN	9	9	834	0
C5	9	9	835	0
MUC16	9	9	836	0
HLA-G	9	9	837	0
ITGB2	9	9	838	0
PRAME	9	9	839	0
FYN	9	9	840	0
GCH1	9	9	841	0
CD6	9	9	842	0
PLP1	9	9	843	0
SLC22A12	9	9	844	0
CXCL9	9	9	845	0
LIN28A	9	9	846	0
ATF4	9	9	847	0
PRG2	9	9	848	0
PRF1	9	9	849	0
KLRC1	9	9	850	0
LRP2	9	9	851	0
ARRB1	9	9	852	0
GRM3	9	9	853	0
PAK1	9	9	854	0
SERPINF2	9	9	855	0
NR1D1	9	9	856	0
MMP2	9	9	857	0
CHRM5	9	9	858	0
EEF1A1	9	9	859	0
TCOF1	9	9	860	0
ARNT	9	9	861	0
ADH4	9	9	862	0
ACTA2	9	9	863	0
CDKN2B	9	9	864	0
CASP1	9	9	865	0
ALPL	9	9	866	0
ATRX	9	9	867	0
GSTM1	9	9	868	0
FANCE	9	9	869	0
FOXG1	9	9	870	0
GRIN2B	9	9	871	0
GATA4	9	9	872	0
ICOS	9	9	873	0
HEXA	9	9	874	0
GH1	9	9	875	0
ABCG2	9	9	876	0
CTSG	9	9	877	0
IGL	9	9	878	0
IL4R	9	9	879	0
CASP8	9	9	880	0
CD5	9	9	881	0
ND4	9	9	882	0
RPS6KB1	9	9	883	0
CDK6	9	9	884	0
IRF4	9	9	885	0
DAXX	9	9	886	0
HLA-DQA1	9	9	887	0
HNF4A	9	9	888	0
LAMP1	9	9	889	0
FMO3	9	9	890	0
CENPB	9	9	891	0
ATG5	9	9	892	0
ADAM12	9	9	893	0
SMO	9	9	894	0
GATA1	9	9	895	0
SMARCA4	9	9	896	0
DDR2	9	9	897	0
TSPY1	9	9	898	0
BRD4	9	9	899	0
PKM	9	9	900	0
UTY	9	9	901	0
FGF19	9	9	902	0
KLRG1	9	9	903	0
OLIG2	9	9	904	0
SLC18A3	9	9	905	0
ATG7	9	9	906	0
B4GALT3	9	9	907	0
XRCC4	9	9	908	0
PLA2G7	9	9	909	0
PINK1	9	9	910	0
TRIM21	9	9	911	0
IRAK4	9	9	912	0
FAN1	9	9	913	0
DKK1	9	9	914	0
MAVS	9	9	915	0
BHLHE41	9	9	916	0
VSIR	9	9	917	0
IL33	9	9	918	0
MICA	9	9	919	0
EPHB4	9	9	920	0
LZTS3	9	9	921	0
BAX	8	8	922	0
CCR1	8	8	923	0
CEL	8	8	924	0
APAF1	8	8	925	0
PCSK1	8	8	926	0
ASPM	8	8	927	0
TAS1R2	8	8	928	0
ADAR	8	8	929	0
FECH	8	8	930	0
FAP	8	8	931	0
SPARC	8	8	932	0
NR4A1	8	8	933	0
CD46	8	8	934	0
NPHS2	8	8	935	0
BIRC5	8	8	936	0
CNR2	8	8	937	0
PTGS1	8	8	938	0
EPCAM	8	8	939	0
CCL3	8	8	940	0
GRM5	8	8	941	0
XRN1	8	8	942	0
KYNU	8	8	943	0
TMPO	8	8	944	0
TSC2	8	8	945	0
FOLH1	8	8	946	0
POU5F1	8	8	947	0
NOD2	8	8	948	0
MVK	8	8	949	0
CD79A	8	8	950	0
FGF5	8	8	951	0
HRH4	8	8	952	0
CCL24	8	8	953	0
DISC1	8	8	954	0
ADGRE1	8	8	955	0
CASP6	8	8	956	0
PER2	8	8	957	0
CHUK	8	8	958	0
ATP7A	8	8	959	0
DYSF	8	8	960	0
SLC26A5	8	8	961	0
PIK3CD	8	8	962	0
CSN2	8	8	963	0
FGF1	8	8	964	0
CTSK	8	8	965	0
FOXL2	8	8	966	0
BNIP3	8	8	967	0
EZH2	8	8	968	0
FABP2	8	8	969	0
NTF3	8	8	970	0
ACVR1	8	8	971	0
OPN1MW	8	8	972	0
GBX2	8	8	973	0
ERG	8	8	974	0
FRK	8	8	975	0
MCL1	8	8	976	0
MMP12	8	8	977	0
HSF1	8	8	978	0
MDK	8	8	979	0
INHBA	8	8	980	0
JUND	8	8	981	0
GDF11	8	8	982	0
ABCD1	8	8	983	0
REL	8	8	984	0
FLT3	8	8	985	0
ANGPT2	8	8	986	0
DCX	8	8	987	0
MSMB	8	8	988	0
ATP8	8	8	989	0
MTNR1A	8	8	990	0
TACR1	8	8	991	0
CDH13	8	8	992	0
LMNB1	8	8	993	0
CD200	8	8	994	0
LDHA	8	8	995	0
TLR4	8	8	996	0
NOTCH2	8	8	997	0
NPPC	8	8	998	0
MKKS	8	8	999	0
SPI1	8	8	1000	0
SON	8	8	1001	0
RYR2	8	8	1002	0
CREB5	8	8	1003	0
KDM1A	8	8	1004	0
S100A10	8	8	1005	0
SCN8A	8	8	1006	0
NRF1	8	8	1007	0
UBB	8	8	1008	0
ARID1A	8	8	1009	0
TRIM28	8	8	1010	0
BATF	8	8	1011	0
PCNT	8	8	1012	0
SLC4A4	8	8	1013	0
KLF4	8	8	1014	0
CD163	8	8	1015	0
ADGRL3	8	8	1016	0
SGK1	8	8	1017	0
SIM1	8	8	1018	0
PDGFRB	8	8	1019	0
PDGFB	8	8	1020	0
MVP	8	8	1021	0
TRIB1	8	8	1022	0
MED1	8	8	1023	0
SLC9A1	8	8	1024	0
PRKDC	8	8	1025	0
SLC22A6	8	8	1026	0
TAF1	8	8	1027	0
SLC7A11	8	8	1028	0
XPC	8	8	1029	0
CDS2	8	8	1030	0
TBX1	8	8	1031	0
MGAM	8	8	1032	0
BCL11A	8	8	1033	0
ERAP1	8	8	1034	0
ANGPTL3	8	8	1035	0
TRIB3	8	8	1036	0
LRRC15	8	8	1037	0
MIR21	8	8	1038	0
STING1	8	8	1039	0
ACOT1	8	8	1040	0
DLD	7	7	1041	0
ASNS	7	7	1042	0
DAGLA	7	7	1043	0
CACNA1S	7	7	1044	0
DSP	7	7	1045	0
GC	7	7	1046	0
ASL	7	7	1047	0
FAH	7	7	1048	0
PREP	7	7	1049	0
FANCM	7	7	1050	0
